generated,reference,highlight
"

""I don't know what the government is doing about it,"" a cable quoted by VICE News said. ""I don't know why they are acting so rapidly and creating a situation of political paralysis. And I don't know if they are consuming the country's energy as well as its assets.""

The cable is probably a political satire: It's the cable that top U.S. officials and the cable companies are delivering to Prime Minister Benjamin Netanyahu.

While the cable -- in which the president is quoted as saying he is delighted to see his country's energy consuming energy output rise -- is certainly not the only cable"," -- In Eritrea, as in most of east Africa, football -- or soccer -- is a passion. But so dire is its economic and political situation that its best players, in fact the whole national team, defected in 2009 while at a tournament in Kenya.

A leaked U.S. diplomatic cable published by WikiLeaks uses ""the beautiful game"" to describe an ever uglier situation in this small but strategically important state in the Horn of Africa.

In a dispatch from December 2009, then-Ambassador Ronald McMullen wrote: ""Many dusty streets in Asmara are filled with urchins kicking an","Cable: Key government officials are avid fans of British Premier League games. The cables blame country's leader for its parlous state. Some cables say that Eritrea blames America for its woes. The president may be in power for sometime to come, the cables say."
"

Dr. Anopheles Moulin, a doctor at the Centers for Disease Control and Prevention, said the Centers for Disease Control and Prevention has also found that the bacteria is present in more than a third of people diagnosed with meningitis.

""This is a very severe disease, paralyzing a person,"" he said.

The Centers for Disease Control and Prevention found that the 10 patients diagnosed with meningitis had a 50 percent increase in their risk of severe depressive illness, according to the Centers for Disease Control and Prevention website.

People with the meningitis who have been exposed were diagnosed with mening"," -- Investigators said Thursday they found the fungus Exserohilum in one medicine lot from the compounding pharmacy at the center of a meningitis outbreak that has killed 21 people, the U.S. Food and Drug Administration announced.

The presence of Exserohilum was found in ""unopened medication vials,"" which were tested at the Centers for Disease Control and Prevention, according to the FDA.

The discovery links the fungus to the Massachusetts-based New England Compounding Center, the FDA said.

What is a compounding pharmacy?

The CDC said Exserohilum had been","The fungus has been found in 45 patients, CDC says. Agency says one more person has died from a noncontagious form of meningitis. Number of cases grows to 271 in 16 states."
"

""I don't know if this is some sort of top secret, top secret, secret intelligence, but it's nonsense, and it's nonsense,"" Johnson said at a press conference in Knoxville, Tennessee. ""This is a threat that was first posed in the Middle East, and it's been around for a couple of years.""

Naureen Yants, a spokeswoman for the U.S. State Department, said the statement from the Canadian mission was ""not a recommendation"" by the Canadian mission.

Naureen Yants, a spokeswoman for the U.S. State Department, said the statement from the","Homeland Security Secretary Jeh Johnson blasted Rep. Duncan Hunter's suggestion that ISIS fighters have crossed the United States' southern border into Texas.

""Let's not unduly create fear and anxiety in the public by passing on speculation and rumor,"" Johnson said Wednesday on CNN's ""Situation Room.""

Hunter, a California Republican, claimed on Fox News on Tuesday night that he'd learned from Border Patrol officers that at least 10 ISIS fighters had been caught trying to cross the Mexican border -- and that ""you know there's going to be dozens more that did not get caught by the Border Patrol.""

Johnson said those claims","Homeland Security secretary says ISIS fighters haven't crossed into the U.S. Rep. Duncan Hunter claimed Tuesday that at least 10 had crossed the southern border. Secretary Jeh Johnson calls those claims ""speculation and rumor""."
"com.

""There is no evidence to suggest the death of a patient in the telephone call pattern of the incident,"" the report states.

This is the second death of a staff member at the hospital this year.

The staff had been on a ventilator at the hospital for two weeks, and only admitted to the hospital in the middle of the night as the situation was deteriorating.

The report said a series of phone alarms were detected around the hospital, and staff were concerned staff were starting to panic.

""In the course of the caller's telephone call, a cable cable was found to have"," -- An Australian radio network at the heart of a hoax targeting Prince William's pregnant wife canceled the show responsible for the prank on Monday, expressing deep regret for the death of a nurse who took a call from the DJs involved.

The two DJs ""will not return to the airwaves until further notice,"" the statement from the network, Southern Cross Austereo, said. The company also suspended all prank calls, pulled advertising and ordered a comprehensive review of relevant policies and processes.

The DJs, Mel Greig and Michael Christian, who were impersonating Queen Elizabeth and Prince Charles, called the hospital Tuesday and gained some information about the","The Australian radio network suspends all prank calls. A review of relevant policies and processes is being conducted, the company says. Nurse Jacintha Saldanha was found dead after taking the prank call on Catherine."
"

A third-party corporation named ""Etourism International"" plans to convert the old theater to a theater. The company has already sold its stake in the film company to the Swiss bank TYR Corporation.

""The new theater will be called the new theater of the old"" -- a reference to the two-day celebration of the birthday of ""The Social Network,"" the celebrated New York-area website in which millions of people gather.

CGI, the corporation that makes Hollywood movies, is under renewed scrutiny in recent weeks after the corporation reported a ""world-class"" performance of the cult movie "" """," -- The Hollywood home of the Academy Awards show has a new name to replace the one it lost when Eastman Kodak Co. filed for bankruptcy in January.

The former Kodak Theatre is now the Dolby Theatre, thanks to a 20-year naming rights contract with Dolby Laboratories, a company known for its movie sound systems.

Along with getting its name mentioned frequently in the Oscars broadcasts and coverage leading up to the show, Dolby will use the theater as a ""world class showcase for Dolby innovation,"" said Ramzi Haidamus, Dolby's sales and marketing executive vice president.

The sponsorship",A new naming rights deal creates the Dolby Theatre. Academy of Motion Picture Arts and Sciences decides to keep Oscars there another 20 years. Eastman Kodak's bankruptcy removed film company's name from the marquee in January. Deal ends speculation that Oscars could move to a newer theater.
"

Asked if Apple has any plans to offer compensation to its employees, Wozniacki said, ""No. No.""

The meeting comes after Cook hosted the tech world's biggest tech conference.

The meeting is expected to focus on Apple's efforts to build a stronger, more accessible mobile operating system among millions of its users.

Apple, a major mobile companies and major player in mobile phones, has dominated the mobile market for years, and is expected to continue to do so as the mobile market ages.

In recent years, Apple has been trying to put its own mobile operating system into the hands"," -- Somebody really, really wants to get an audience with Apple CEO Tim Cook.

An anonymous bidder paid $610,000 to chat over coffee with Apple's chief executive, according to online-auction site Charity Buzz, which began accepting bids about three weeks ago.

Tuesday's winning bid came only several minutes before the auction closed at 4 pm ET. The auction site had valued the meeting with Cook at $50,000.

Proceeds from the auction will go to The RFK Center for Justice and Human Rights, an international nonprofit founded as a memorial to Robert F. Kennedy by his family and friends.","Charity-auction bidding has closed on a coffee chat with Apple CEO Tim Cook. Winning bidder paid $610,000 for up to an hour with the Apple chief. The coffee chat will happen at Apple's Cupertino, California, headquarters. The visit will benefit The RFK Center for Justice and Human Rights."
"

Advisory: Concerns mount about U.S. involvement in Afghanistan

""While we welcome the overwhelming evidence showing that the U.S. and NATO forces have engaged in a war against terrorists, we are concerned about the potential for these activities to destabilize the region and increase the risk of an escalation of conflict,"" White House Press Secretary Jay Carney said in a statement.

""We urge the Bush administration and U.S. envoy to continue their efforts to ensure that the government of Afghanistan and its people are protected.""

A top U.S. official said U.S. officials ""have not been","  -- President Obama signed legislation providing an additional $7.5 billion in assistance to the Pakistani government.

President Obama signs the Enhanced Partnership with Pakistan Act of 2009 in the Oval Office on Thursday.

The aid guarantee comes as the Pakistani government combats a wave of attacks believed to have been orchestrated by Taliban militants and as the Obama administration works on a comprehensive review of U.S. strategy in both Pakistan and neighboring Afghanistan.

""This law is the tangible manifestation of broad support for Pakistan in the U.S.,"" the White House said in a statement on Thursday.

The act bolsters a partnership ""based","NEW: Aid bill signed on same day militants launch a string of attacks in Pakistan. NEW: Five attacks kill at least 30 police officers and civilians, authorities say. Obama ""impressed by ... courageous actions that the Pakistani military has taken"". Some Pakistanis accuse U.S. of trying to meddle in Pakistan's civilian, military affairs."
"

A neighbor said the father, mother and two of their children are found dead in a Pennsylvania home.

A father, mother and two of their children are found dead in a Pennsylvania home.

A neighbor, who identified herself as Amy and asked not to be identified, said she believes the victims were sons and daughters of the same man.

'We have a family here that lives in a neighborhood that is very close to us, and I do not know where they live, and I want to know how they got here,' the neighbor said.

Police say that the father, mother and sons were shot"," -- Police are probing an apparent murder-suicide in Erie, Pennsylvania, saying they suspect a father shot dead his wife and two young children before turning the gun on himself.

The two parents and children, ages 4 and 7, were found dead in an Erie home around 11 a.m. Saturday, said Erie Police Lt. Tom Eberlein.

A bullet also grazed the ear of a 2-year-old in the house, and the toddler was sent to an area hospital, said Eberlein. The child's condition was not immediately known.

The names of those killed have not been released","NEW: A neighbor says the shooting victims appeared to be 'a happy family'. A father, mother and two of their children are found dead in a Pennsylvania home. Erie police say that the father is a suspect in apparent murder-suicide. A bullet grazed the ear of a 2-year-old in the house."
"

""We're sort of anticipating that this time out, if we continue to do this, we're going to see a lot more of these people turn out to vote,"" said Jan Scharf, a delegate of the Republican Governors Association.

The Republican Governors Association has its members in Virginia, Wyoming and Wyoming.

""We're very pleased with the closeness and openness the Democrats are bringing to the fight against Obamacare, and we're pleased with the political climate in the state,"" said said the Republican Governors Association of Wyoming, which has gotten congressional support for its own candidate.

The groups' actions

The"," -- The Web site of the Ohio secretary of state was back up and running Tuesday, a day after officials pulled the site partially offline when it was hacked by unknown outsiders.

Ohio Secretary of State Jennifer Brunner says her office has received death threats.

Secretary of State Jennifer Brunner told CNN that ""fortunately"" no sensitive material was breached in the incident.

""We found it in time that we were able to mitigate any problems,"" she said.

However, Brunner said it wasn't the first time her office, which has been embroiled in an ongoing dispute with the state Republican Party over alleged voter registration fraud",Hackers target Ohio secretary of state's Web site. Secretary of State Jennifer Brunner says office has received death threats. Supreme Court recently backed secretary of state in voter registration dispute. State Republican Party contends widespread voter fraud in Ohio.
"

But who is the best golfer in the world?

Obviously, there's the Ryder Cup and the Ryder Cup is not a competition that is usually easy to miss.

But there's also the Ryder Cup, which is more complicated this year.

There's a major, major rule in golf.

""The rule is to miss three putts and three birdies, miss three putts and miss three putts and miss three puttz and miss three putts and miss three putts and miss three putts and miss three putts and miss three putts and miss three putts and miss","  -- Swedish golfer Henrik Stenson carded a solid 69 in the opening round of the WGC-CA Championship but it was his highly unusual recovery shot on the 12th on the Blue Monster course at Doral which raised more than a few eyebrows.

Stenson did not leave much to the imagination with his Doral antics.

Stenson stripped down to the bare essentials -- a pair of white boxer shorts -- before wading into the mud to hack out his ball after an wayward tee shot.

The watching galleries could hardly believe their eyes as the tall Swede peeled off his clothes.

",Henrik Stenson creates a stir with 'striptease' at top tournament in Florida. Swedish star strips down to the bare essentials to play his ball out of the mud. Tactic works as he saves at least a shot and cards a three-under 69.
"

""I'm the biggest fan of the competition and I miss it,"" says Sondheim. ""It's a good show and I love it. It's like being a rock star.""

Sondheim says she has been in the competition for about a year and is ""watching every single one.""

She says she has been in the competition because she ""needs to be"" to be the best.

""I was on the USS Arizona with my family and I didn't know I would be at the competition,"" she says. ""I know I will be on the show.""

Sondheim","Football player Michael Sam, actress and fitness mogul Suzanne Somers and powerhouse singer Patti LaBelle are among the contestants for the new season of ""Dancing With the Stars,"" ABC announced Tuesday morning.

Others competing in the 20th season of the popular reality show include Olympic gymnast Nastia Liukin, Iraq War veteran Noah Galloway, ""Shark Tank's"" Robert Herjavec, musician Riker Lynch, Carl's Jr. commercial model Charlotte McKinney, LMFAO's Redfoo, ""Hunger Games"" actress Willow Shields and actress/showbiz progeny Rumer Willis.

Sam","""Dancing With the Stars"" announces contestants for its 20th season. Michael Sam, Suzanne Somers, Patti LaBelle are among competitors. One contestant is Iraq War veteran who lost arm and leg."
"

I am so excited to be in the Stage for the Oscars this year! .. I am so excited to be in the Stage for the Oscars this year! ..  -- Ellen DeGeneres

Degenres, who is nominated for Best Actress in a Supporting Actor segment, reportedly spent the night at an Emmy party, where she had dinner with the Hollywood stars and received a couple of hugs.

While she was in Los Angeles, Degenres appeared in ""Get Smart"" and ""Outstanding Adapted Theater Act.""

Degenres hasn't appeared in a TV movie since 1991's ""Saving Mr","Ellen DeGeneres, #Busted.

The Academy Award host broke Twitter with her Oscar-night group selfie using a mobile phone built by Samsung, a major sponsor of Hollywood's big night. It generated a record 2.7 million retweets -- a coup for her, the Oscars telecast and the Korean electronics maker.

But some sharp-eyed observers noticed something a bit different when viewing the talk-show host's backstage tweets. Several of them, such as a photo of DeGeneres with actor Channing Tatum, were sent not from a Samsung Galaxy handset but a rival iPhone.

The","Ellen DeGeneres tweeted pics via phone from Oscars sponsor Samsung. But backstage, DeGeneres was also tweeting from an iPhone."
"

Born in Los Angeles, Ride served as an adviser to the Los Angeles Mayor's Office. Ride went on to become a pilot and flight instructor at the Federal Aviation Administration. Ride's shipmates and fellow astronauts carried out whaling missions for NASA and the Japanese government. Ride is survived by his wife, his sons and two daughters. Ride was awarded the Distinguished Flying Cross at the 1984 Air Force Academy commencement ceremony.

Born in Los Angeles, Ride served as an adviser to the LA City Council. Ride went on to become a pilot and flight officer at the Federal Aviation Agency. Ride went on to become a pilot and flight"," -- Sally Ride became the first American woman in space when she flew into orbit aboard the Space Shuttle Challenger in 1983, but that was far from her only achievement.

The 61-year-old astronaut, who died Monday after a 17-month battle with pancreatic cancer was an inspiration to women around the world and a passionate advocate of female advancement in the fields of science, technology and mathematics.

She founded Sally Ride Science in 2001 -- an educational organization which sought to encourage girls and young students to pursue their passion for science -- a predominantly male-dominated field.

Ride also wrote a number of children's books,","Sally Ride, the first American woman in space, died aged 61. Ride was a passionate advocate for female advancement in the sciences, math and tech. CNN readers have shared their memories and condolences on CNN.com, Facebook and Twitter."
"

""The animation is just wonderful,"" he said. ""I'm a complete animation person. I get to do everything I want to do. I'm a painter.""

The idea of large fly-out towers is a marvel to him. ""You work inside a structure and then you're in a situation where you're working inside a structure. You're in a situation where you're moving and you're moving in a spinning cycle. You're in a situation where you're spinning and spinning and spinning. That's a wonderful animation and it's a wonderful art form.""

He said the flying machines are ""a new"," -- Daniel Agdag works with a limited arsenal of tools: a surgical scalpel, some cardboard, every so often a circular cutter and lots of glue. But from that humble toolkit, he makes sculptures that are mind-bendingly complex. For the past 10 years, the Melbourne, Australia artist has been building intricate cardboard sculptures in the form of whimsical flying machines and rickety roller coasters. They look like pencil sketches brought to life, and with good reason.

Long before Agdag began crafting his cardboard pieces, he was drawing them in his notebook. He'd sketch crazy roller coasters and off-","Daniel Agdag has spent the last years making sculptures out of cardboard. Principles of Aviation, his most recent exhibition, features fantasy flying machines. His skips the sketching process, and builds as he goes."
"

How did things go?

Lagos, a nightclub, has been the site of the worst violence in Chile's history. Hundreds of mayors, hundreds of businesses and hundreds of businesses were maimed and killed in the violence.

Are there strong enough forces to deal with the situation?

One of the biggest problems is that there are conflicting reports about the most stable and stable area, near Concepcion.

Also, the situation in Concepcion is far from stable, with a small number of serious injuries and fatalities.

Are there roads blocked?

The situation in Concepcion"," -- Aid and increased security were flowing Wednesday into hard-hit areas of Chile, but some residents complained that they still had not received food or water since Saturday's massive earthquake killed more than 800 people.

President Michelle Bachelet urged residents Wednesday to remain calm despite the shortages and lawlessness in Concepcion, Talcahuano and other areas of central and southern Chile. For the second consecutive day, she also warned that looting will not be tolerated.

""Nobody can argue that taking a refrigerator is an act of survival,"" Bachelet said. ""That is simply vandalism and delinquency.""

An overnight curfew","NEW: 19 people remain missing, official says. Curfew remained in effect for third day in Concepcion, scene of worst looting. 70 percent of Chile's economy affected by quake, particularly fruit and mining sectors."
"

Roddick went through a hell of a lot of disturbing stuff.

Roddick Cage is the new ""May 5"" champion.

Roddick Cage and Chris Evert were stripped of ""May 5"" title after their fight against Alfonso Bokarin.

Roddick Cage and Chris Evert were stripped of ""May 5"" title after their fight against Alfonso Bundo.

Roddick Cage and Chris Evert were stripped of ""May 5"" title after their fight against Alfonso Barrientos.

Roddick Cage and Chris Evert were stripped of ""May"," -- When mixed martial arts fighters Ronda Rousey and Liz Carmouche stepped into the octagon Saturday night, they made history for women's sports.

When Rousey stepped out, she was the champion in the first women's match in the Ultimate Fighting Championship.

Rousey and Carmouche met in the headline fight for the UFC 157 pay-per-view event in the Honda Center in Anaheim, California. Rousey used her signature armbar move to force Carmouche to submit late in the first round.

""The place was going nuts,"" Rousey said, ""and I'm glad","NEW: ""I'm glad it was a full house,"" Rousey said. Ronda Rousey beats Liz Carmouche in the first round. Rousey used her signature armbar move to force Carmouche to submit. ""I thought I had it,"" Carmouche said."
"

""I am disappointed that I have let my son down,"" Hicks told the club website. ""I have always worked hard throughout my career to build the club, and I would like to take a year to reconcile with the agreement and find my way to a better future.""

Kop UK, the parent company of the club, said in a statement to CNN that ""there has been a thorough decision to close the Club and we are disappointed that the situation has come to this.""

""Staying at the club is a financial commitment that we will continue to make and I will work with the club to find a way"," -- Liverpool director Tom Hicks Jr has resigned from his position with the club and their parent company Kop Holdings in the wake of a foul-mouthed e-mail rant at a fan.

The American, son of co-owner Tom Hicks, became embroiled in controversy  when it emerged he had responded abusively when one supporter contacted him directly about the state of the Premier League club and their finances.

Hicks Jr subsequently apologized but he has now quit the club.

The Spirit of Shankly fans' group, who are committed to the removal of American co-owners Hicks Sr and George Gillett,",Liverpool director Tom Hicks Jr has resigned from his position with the club and parent company Kop Holdings. The American responded abusively when a fan contacted him about the state of the club's finances. Hicks Jr subsequently apologized but he has now quit the club owened by his father and George Gillett.
"

Delight in a Hillside Tavern

View the scenic Hillside Tavern at the top of the hill. According to its website, the restaurant ""has the best variety of amoeba wine, ale, ale and ale ale ale.""

The Tavern is open nightly until 11 a.m.

For a chance to get a complimentary tasting glass, staff at the Hillside Grill, one of London's best-known restaurants, stroll down a street on the edge of the city.

Get a Tavern in London

A restaurant is a place where someone notices your presence and takes you to their favorite"," -- There comes a time during pregnancy, after finally choosing the perfect pastel for the baby's room, installing that complicated car seat and sorting through all the new bibs and onesies, when it's high time to think less about Pampers and more about being pampered.

Or perhaps you just want to visit London to celebrate the upcoming birth of royalty (the Duchess of Cambridge and Prince William are expecting their bundle of joy any day now).

Either way, we've got you covered. Here are nine spots in the British capital that will have you living it up like a royal in no time:
","Head to the Goring, where Kate Middleton stayed the night before her wedding. Shop for Kate-worn clothing labels at St. Martin's Courtyard. Visit Hyde Park to see where King Henry VIII went on deer and wild boar hunts. The Cadogan serves tea supplied by the Queen's grocer, Partridges of Chelsea."
"

""It's a very shameful situation: we cannot accept future people who cannot come to Madrid because they are illegal immigrants.""

Spanish media reported the two women and a man arrested after arriving in Madrid on flight from Brazil.

The two women and the man were arrested after exiting a terminal at the Alicante airport, police said.

Spanish media reported the two women and the man were arrested after exiting a terminal at the airport, police said.

The two men were scheduled to arrive in Madrid on Wednesday, the Spanish Ministry of Interior said in a statement on its website. The pair appeared to be carrying medication"," -- A 92-year-old woman with cocaine strapped to her body flew all the way from Brazil to Spain before police arrested her, in a wheelchair, at Madrid's airport.

A Civil Guard spokeswoman says the 92-year old was apprehended at Madrid's Barajas Airport.

They found 4.3 kilos, or nearly 9.5 pounds, of cocaine packets strapped to her legs and torso, and also arrested a 44-year-old female companion, who tried to escape on another plane, a Civil Guard spokeswoman told CNN Tuesday.

The two women, both from Uruguay, were arrested Friday after arriving","Two women, both from Uruguay, arrested after arriving in Madrid on flight from Brazil. Judge arraigns two women, one a 92-year old wheelchair user, on drug charges. Spokeswoman: ""It's practically impossible"" wheelchair user would be tried."
"

""He didn't deserve this,"" said Jason Dever, a former oilman, who served as inspector general of the IRS division that investigated the IRS division. ""It was sort of sloppy, and it's sort of sloppy now. He picked his bosses.""

The IRS division asked the IRS to investigate the IRS in 2008, Dever said.

""It's a giant division, and it's large enough to handle everything from the IRS to the IRS and IRS division,"" Dever said. ""It's huge, and it has to be done. It has to be done.""

In November, the","  -- Bobby Maxwell kept a close eye on the oil industry for more than 20 years as a government auditor. But he said the federal agency he worked for is now a ""cult of corruption"" -- a claim backed up by a recent government report.

Bobby Maxwell, a long-time auditor of the oil industry, says his former agency is corrupt ""top to bottom.""

""I believe the management we were under was showing favoritism to the oil industry,"" Maxwell told CNN.

Maxwell is referring to a tiny agency within the Department of the Interior called the Minerals Management Service, which manages the nation's","Whistleblower said oil regulators in bed with oil industry: ""It's disgusting"". Department of Interior said it can't comment on Bobby Maxwell's specific claims. Maxwell was auditor for 20-plus years, said he lost job due to scrutiny of oil giants. Recent report found the agency Maxwell worked for took improper gifts from oil reps."
"

The story of the team is one of Portman's most enigmatic works. He made a documentary called ""The Girl in the Box."" He picked out the team's players to present to the team's national team.

The team was so new, it was made on the outskirts of Kampala.

The team was so new, it was made on the outskirts of Lubanga.

The team was so new, it was made on the outskirts of Munka.

The team was so new, it was made on the outskirts of Yabanga.

The team was so new, it"," -- Uganda isn't known for being a big player on the baseball field, but one man is hoping for a home run with his documentary about the sport.

An American filmmaker has made what he describes as 'a love letter to the game sent from a place you'd least expect.'

Jay Shapiro hopes that his snap shot of youth baseball in the East African country will raise the profile of the sport in a part of the world where he says it means so much to its players.

""I'm constantly dissatisfied with the way people react to Africa and the third world in general, and that sort of became my goal to","An American filmmaker has made a documentary about Little League Baseball in Uganda. Around 15,000 children are signed up to the league in the country. An African team became the first ever to qualify for the Little League World Series. The team didn't make it to America because of visa issues."
"

""Nothing in your bill alters the historical norm,"" he told reporters.

The Anti-Defamation League, the Anti-Defamation League of America and the Anti-Defamation League of America, an anti-Latino advocacy group, are all calling the bill a ""bottle.""

""This is a bill that will devastate the lives of Latinos, our people, our businesses, our businesses, our families and our strong communities,"" said its director of public affairs, Barbara Boxer.

The Arizona Republican has called the proposal ""an attack on our veterans.""

""This bill will devastate"," -- In a series of floor speeches Thursday, a group of mostly Democratic women senators made a high-profile and at times emotional appeal to Republicans to support an expanded Violence Against Women Act (VAWA). In doing so, they suggested Republicans were blocking the bill because it would extend its protections to illegal immigrants as well as gays and lesbians.

Many Republicans were furious at that suggestion and accused Democrats of election-year politics by trying to paint Republicans as anti-women.

""Let me put this on the table,"" said Sen. Dianne Feinstein, D-California. ""This bill includes lesbians and gay men. The bill includes undocumented","Several Republicans accused Democrats of election-year politics. Sen. Jon Kyl: Republicans don't oppose reauthorizing the Violence Against Women Act. He cites ""significant budget restraints"" vs. the effort to expand the legislation. Sen. Jeff Sessions, R-Alabama, accused reporters of ""carrying (Chuck) Schumer's water""."
"

""The ""Pete Picasso"" is a rarity at auction, fetching auction prices of $15,000 to $25,000.

""Sung Kang"" is the most valuable piece of art at the auction, fetching auction prices of $8,000 to $8,500. ""The Great Nymph"" is the second-best-reigning work of art, at $8,000 to $8,000, according to the auction site.

""By The Stone"" is the most valuable piece of art at the auction, at $8,000 to $8,000."," -- A Salvador Dali painting stolen from a Manhattan art gallery last week has been returned to the United States, New York police said.

The 1949 painting ""Cartel de Don Juan Tenorio"" was taken June 19 from the Venus Over Manhattan gallery by a man posing as a potential customer, according to a police statement. It is valued at $150,000.

On Friday, New York police picked up the painting at customs and returned the artwork to the gallery, Lt. John Grimpel said.

""The gallery believes it to be the original painting,"" Grimpel said. He added that the piece","The ""Cartel de Don Juan Tenorio"" painting is valued at $150,000. New York police: ""The gallery believes it to be the original painting "". Owner: Conservators have yet to examine the painting, sent from Greece. Police do not have any suspects in the theft."
" Pyongyang has said it will allow the two nations to resume their military training next year.

Kim said the United States will provide ""comfort women"" and other humanitarian aid to South Korea, as well as help North Korea  Pyongyang do business in China, South Korea, and Japan, the state-run Korean Central News Agency reported.

Kim, who was named as head of the Bund government in Pyongyang, also defended his decision to give his country a nuclear capability, saying the United States is his protector.

""Kim Jong Un has become the propagandist and propagandist of Kim Jong Un's cult, which is"," -- North Korean leader Kim Jong Un told his troops to be vigilant during upcoming training exercises between South Korea and the United States, saying they should be ready to lead a ""sacred war,"" state media reported Saturday.

Kim's comments came during a visit on Mu Island with troops who participated in the 2010 shelling of South Korea's Yeonpyeong Island, an attack that North Korea at the time said South Korea provoked by holding war games off their shared coast.

""He ordered the service persons of the detachment to be vigilant against every move of the enemy and not to miss their gold chance to deal at once deadly counter","Kim Jong Un visited troops who participated in the shelling of Yeonpyeong, state media reports. Kim told his troops to be vigilant during upcoming U.S.-South Korean war games. The United States and South Korea are set to begin training exercises on Monday."
"

""The family and the FBI would like to express our deep gratitude to the FBI for its work,"" Laura Tarry, deputy director of the FBI's Criminal Division told CNN.

""It has been an overwhelming undertaking and we are thankful that they are able to find the person -- the person who offered the love and support from the beginning.""

The family has asked for the release of the girl, a runaway, who has never been seen again.

""She is known to be in good health and has earned a wonderful education,"" FBI spokeswoman Caylee Meiluty said.

Family has asked for help"," -- An elaborate kidnapping plot that targeted a Wake Forest, North Carolina, man ended with his dramatic rescue in Atlanta by an FBI hostage squad about midnight Wednesday, law enforcement said Thursday.

Frank Arthur Janssen is receiving medical treatment but is safe after being held captive for five days by five people who face federal kidnapping charges, according to law enforcement officials who held a news conference in Wake Forest.

The kidnappers sent demands to Janssen's family ""for the benefit"" of Kelvin Melton, an inmate at Polk Correctional Institution in Butner, North Carolina, read an affidavit in support of a search warrant related to criminal","FBI: Frank Arthur Janssen was abducted from his home five days ago. FBI rescue team freed him from an Atlanta apartment building Wednesday. Demands sent for ""benefit"" of inmate whom daughter prosecuted, officials say. Five people face federal kidnapping charges, law enforcement officials say."
"

Cissy Houston is the child star of the cult classic ""Pretty Woman,"" and she has appeared in the cult classic ""Ain't No Stooges"" and ""Miles Men."" She is also the first child star to be cast in ""Gone With the Wind,"" ""Sudden Glance"" and ""TripAdvisor's Manimal.""

Mercier's book is named in honor of her late husband, Clark Mercier, who appeared in the cult classic ""Sudden Glance."" Mercier's wife, Hanna Mercier, is a native New Yorker. Mercier married Gold Rush in 1907 and"," -- Whitney Houston's mother wants ""to set the record straight"" about her daughter with a memoir to be published in February, a HarperCollins executive said Tuesday.

The book written by Cissy Houston will ""go behind the headlines to show the true, human side of this strong, successful yet complicated musical icon,"" Lisa Sharkey said in the publisher's announcement.

Cissy Houston, who is a Grammy-winning singer in her own right, said she wanted to ""give her fans something to treasure, the way we all treasured Whitney.""

""When I lost my daughter Nippy, the world lost one of","Cissy Houston's book to ""show the true, human side"" of the singer. She will explore Houston's marriage, ""misunderstood struggles with drug abuse"". The untitled book is set for publication on February 15. Whitney Houston drowned in a hotel tub on February 11."
"

If Hurricane Isaac devastates New Jersey in a year, the storm's intensity could prompt a record-breaking typhoon to occur in the Eastern Seaboard.

The lack of a serious coastal threat is the expected setting for Isaac, whose maximum sustained winds of 65 mph can reach 65 mph.

Some analysts say Isaac could reach the outer outer shore of the Keys by the end of the year. But some domestic and foreign planners say Isaac could make landfall in the area by the end of the year.

The National Weather Service has maximum sustained winds of 65 mph, but it has not forecast Isaac's maximum sustained","For those of us who live inland, hurricane-tracking seems more a curious indulgence, but if you live along the coastal regions in a hurricane zone, keeping tabs on these atmospheric leviathans is paramount.

Here's a rundown of 2012′s top hurricane tracking apps for those on the go with tablets or smartphones.

Hurricane Tracker (iOS)

My pick of the bunch, EZ Apps' $2.99 Hurricane Tracker offers detailed storm maps, National Hurricane Center info, threat level maps, audio/video forecast updates, real-time feeds and push alerts. It also employs my favorite interface,","Isaac appears to weaken, but hurricane tracking still important. Apps for tablets and smartphones let coastal residents keep tabs. Both Android and Apples iOS have multiple options. The Red Cross hurricane app is free and lets you track local conditions."
" Soul search is still at an advanced stage.

Should we be concerned?

The funeral of Michael Flannery is a time and place for mourning. Flannery was a strong young man who lived often in the Los Angeles area, and his story is still enduring and enduring to this day. Flannery's family and colleagues continue to mourn for him, and his legacy is a constant reminder of the deep sorrows and tragedies that he had to endure.

West Los Angeles is home to hundreds of fire-hit neighborhoods that have suffered devastating floods and floods over the years.

West Los Angeles is home to hundreds of fire"," -- Gary Coleman's funeral, if there is one, will wait for several months while a Utah judge decides who will permanently control of the former child actor's estate, a lawyer said Wednesday.

Coleman will be cremated and his ashes will be put away until a will dispute between ex-wife Shannon Price and former business associate Anna Gray is resolved, said Robert Jeffs, an attorney appointed temporary special administrator.

Coleman divorced Price in 2008, but they were living together in Santaquin, Utah, when he suffered a fall at home last month and died two days later of a brain hemorrhage at the Provo,",No funeral for Coleman until will dispute is resolved. Coleman asked to be cremated. 2005 will calls for no funeral. Decision on who gets his estate is months away.
