generated,reference,highlight
"
the xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is xtrace

here is","The U.S. House on Tuesday approved a 10-year extension of a federal law requiring that all guns be detectable by metal screening machines.

But partisan wrangling could still mean the Undetectable Firearms Act, approved 25 years ago, will expire next Monday.

The law prohibits guns that don't contain enough metal to trigger screening machines commonly found in airports, courthouses and other secure areas accessible to the public.

It has become an issue with the advent of 3-D printers, which the Bureau of Alcohol, Tobacco, Firearms and Explosives recently said its tests showed are capable of producing lethal firearms","Law requiring all guns include enough metal to be detected during screening to expire. Congress must act by next week to renew law, but wrangling continues. White House and Democrats want tougher measure than House-approved bill. Concern growing about plastic guns made through 3-D printing."
"Bolt is a unique and fun way to adapt a new tool to a new environment.

Bolt is a lightweight, lightweight, and very lightweight, multi-purpose tool. It's lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight, lightweight"," -- Jannet Walsh is not waiting for the presidential candidates to encourage more jobs. Instead, the unemployed Minnesotan is trying to create one on her own.

""I think it was February, after I don't know how many (job) rejections,"" the 48-year-old told CNN Radio, the frustration still clear in her voice, ""I actually remember sitting here kind of yelling, 'This is it! This is enough!' ""

That moment, Walsh decided to create her own business, a one-woman photography and media company based in her family's century-old home. With that decision","Small Business Administration defines small business as having fewer than 500 workers. Small businesses have generated 65% of new jobs in America for past 17 years. Obama, Romney offer competing tax cut plans to help small businesses. Follow CNN Radio's Embed America trip on our map."
"
Democratic presidential candidate Sen. Bernie Sanders (I-Vt.) said Thursday that the party is ""fighting to move the party to the left"" and ""it's time to make that happen.""

Sanders, who is seeking the party's presidential nomination, sparked controversy by suggesting that the party should be more Democrats and more independent.

""I'm not fighting the Democratic party to the left. I'm fighting to win with the party that fights against the Democratic party,"" he said during the CNN town hall in Columbia, North Columbia. ""It's time to make that happen.""

Sanders said he does not believe that","(EW.com) -- ""Sparkle"" is a movie for anyone who thought that the pop melodrama of ""Dreamgirls"" wasn't over-the-top enough.

Set in the late '60s, it tells the story of three sisters from middle-class Detroit who form a girl group sort of like the Supremes. They're astoundingly talented, they want to be famous, and at one point they get their shot at a major deal with Columbia Records.

But all sorts of things keep getting in the way, like an abusive, coke-sniffing celebrity boyfriend —","The film marks the final performance of singer Whitney Houston. ""Sparkle"" mines some of the same territory as ""Dreamgirls"". It uses some of the same music as the 1976 original along with R. Kelly compositions."
"- ""The film is a stylish, accessible and fun work of art that explores the archaeological and archaeological history of the Middle East.""

- ""The film is an extraordinary and accessible work of art that explores the archaeological and archaeological history of the Middle East.""

- ""The film is a spectacular and engaging film. Highly recommended.""

- ""The film is a spectacular and engaging film. Highly recommended.""

- ""The film is a spectacular and engaging film. Highly recommended.""

- ""The film is a fantastic and entertaining film.""

- ""The film is a fantastic and entertaining film. Highly recommended"," -- In a world of celluloid action stuffed with CGI fights and sci-fi gadgetry, thank heavens for Jason Bourne, the amnesiac assassin who's so lethal that he can turn a hardback book into a weapon.

The only foe who's come anywhere close to trouncing the resourceful hero was Desh Bouksani, the Blackbriar super-assassin sent to Morocco to despatch him in 2007's ""The Bourne Ultimatum.""

Action actor Joey Ansah says the days of martial arts beefcake with no acting skills are over. He's one of a new breed","Action actor Joey Ansah, who plays Desh in ""The Bourne Ultimatum"" talks stunts. The martial arts master on how they achieved the film's famous fight. Ansah on his on-screen opponent Matt Damon: ""he is very rough and ready"". Video: Ansah demonstrates the secrets of a great on-screen fight."
"
Who is John Adams?

Adams, probably the last American president, was born in Pennsylvania, Pennsylvania, in 1825. His father, a Pennsylvania farmer, was an early settler and was a member of the Pennsylvania legislature. He is best known today for his role in the construction of the New York State Mint, which was first opened in 1847.

When he was a young man, Adams established the Pennsylvania Bureau of Mining. One of the first things he did was to sell the copper to the Company of New York, which had been contracted to establish the New York State Mint by the Company in 1851."," -- At 68, Christian Fabre, CEO of Fashions International, might be expected to be thinking about retiring.

Christian Fabre, or Swami Pranavananda Brahmendra Avadutha, or just Swamiji for short

But Fabre, or Swami Pranavananda Brahmendra Avadutha as he is also called, is a practicing Hindu monk as well as a businessman, and retirement doesn't really enter his thoughts.

""I'm having too much fun,"" he says with a chuckle.

Hardly a gnomic mysticist, Fabre comes across","Frenchman Christian Fabre is CEO of fashion company and also a Hindu monk. Splits time between his office in Chennai and ashram in the hills of Tamil Nadu. Has been in India for 37 years; clients include Kenzo and Lee Cooper. Recently launched own clothing label, despite not wearing clothes himself."
"
Hampstead is a city of 6,215 square miles. It is the third largest city in the UK and the fourth largest city in the U.S. of America. It is the world's largest city by volume and the only one where there are more than 400,000 residents.

Hampstead, the capital of the state of Bristol, is the city of 6,555 square miles. It is the fourth largest city in UK and the fourth largest city in the U.S. of America.

Hampstead, the capital of the state of Bristol, is the city of 6,555 square","Dressed in all white with a striped shawl across his shoulders, the gaunt American looks up at the Black Hawk chopper circling overhead.

Armed Taliban men stand around him, one with a rocket-propelled grenade launcher ready.

When the chopper lands, the American is led there by two men, one carrying a white flag. He is given a pat-down, loaded on to the helicopter and whisked away.

A new video released by the Taliban showed the final moments of Army Sgt. Bowe Bergdahl's five years in captivity, just before he was handed over to the",Republicans say Senate briefing on Bergdahl doesn't stem their skepticism. A video shows the minutes before Bergdahl is swooped away by a Black Hawk chopper. Taliban members shake hands with men from the Black Hawk. Bergdahl's hometown cancels an event planned to celebrate his return.
"""I don't know how to explain it,"" Gallagher said.

The dynamic duo reunited Wednesday night for a live performance of ""The Fault in Our Stars,"" a song that will be available on the band's website.

""The fates of our friends and family, we don't know how to explain it,"" Gallagher said.

Calls to the band's official website miss the band's official website.

The band will be performing at the Belles-Girona Hotel in downtown Edmonton on Thursday, March 20.

A further two shows will be in town on Friday, March 22.
"," -- The ninth and 10th suspects arrested in a series of anti-gay beatings in New York were arraigned in Bronx Criminal Court Tuesday evening.

Jose Dominguez, 22, who was arrested early Tuesday morning, was charged with sexual abuse, gang assault in the first and second degree, unlawful imprisonment, criminal possession of a weapon, hate crime, and harassment, according to the complaint filed in court.

Ruddy Vargas-Perez, 22, was charged with 10 charges including four counts of robbery, gang assault in the second degree, unlawful imprisonment, criminal possession of a weapon, hate crime, and","The ninth and 10 suspects are arraigned. Vargas-Perez' lawyer says his client is only charged with robbery. Eight other suspects were arraigned Sunday. The suspects face charges of abduction, sodomy assault and robbery."
"""The Candle,""

""The Candle, ""

""The Candle,

""The Candle, ""

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

""The Candle,

"," -- Seth Meyers will remain the lone talking head on the ""Saturday Night Live"" Weekend Update desk, at least in the near future, according to the comedian.

Seth Meyers is thankful that politicians ""did not stop being crazy"" after the 2008 elections.

""It looks like for right now, we're going to stick with doing it solo,"" Meyers said Monday in New York as he was getting ready for the show's 35th season premiere on September 26.

Meyers, SNL's head writer, hosted the popular sketch alone after Amy Poehler left the show last season. Last week","""SNL"" is ""doing it solo"" on Weekend Update, Seth Meyers says. Internet was wrong about Kristen Wiig rumor, according to Meyers. SNL's Watkins, Wilson to be replaced by Upright Citizens Brigade members. 35th season premieres September 26, with Megan Fox and U2."
"""I was rooting for the Patriots to win,"" Rivers said. ""I didn't see the Patriots as a team that was going to win. I saw the Patriots as a team that had to win. I saw the Patriots as a team that had to win. I saw the Patriots losing because of my personality. I saw the Patriots losing because of my personality.""

Rivers said he is more concerned about the team's second half performance than about the Patriots' performance, adding that he is still reviewing every aspect of the game.

""I don't know what the Patriots are going to be thinking about tonight,"" Rivers said","A term used by President Barack Obama and Baltimore Mayor Stephanie Rawlings-Blake to characterize rioters has given new life to a debate over the word ""thug.""

""Of course it's not the right word, to call our children 'thugs,'"" Baltimore City Councilman Carl Stokes told CNN's ""Erin Burnett OutFront.""  ""These are children who have been set aside, marginalized, who have not been engaged by us.  No, we don't have to call them thugs.""

""Just call them n-----s.  Just call them n-----s,"" he said.  ""No,","Baltimore mayor says she wants to ""clarify"" use of the term. Some community leaders in the city call the term equivalent to the n-word. Others disagree and don't want the debate overshadowing the issues."
"
One of the things that is particularly remarkable about the early stages of the Department of Homeland Security's (DHS) reorganization is that it is driven by the same people who have been pushing the current and former DHS employees away from DHS.

The blame for the departure of DHS employees is squarely on the latter. It is the departure of an entire corps of former DHS workers, which is what is supposed to be the entire reason DHS has been able to remain afloat.

The departure of DHS employees is the reason why the number of people who have been hired in the first place, and who received temporary security contracts, and"," -- One dead politician in a tiny Arab country and now, six years on, the quest for justice in his assassination divides a people and could add to regional instability.

A United Nations-backed special tribunal issued indictments Thursday for four members of the Shiite militant Hezbollah movement in the assassination of former Lebanese Prime Minister Rafik Hariri, said a high-placed source in the Lebanese army.

Hariri's family and friends expressed relief, greeting each other with ""mabrouk,"" the Arabic word for congratulations. For the first time in the recent and turbulent history of the region, an internal body was demanding accountability for a",A special tribunal issued indictments in the Rafik Hariri killing. The four suspects are members of Hezbollah. Lebanon is divided over the tribunal's probe. The indictments could have a ripple effect through the region.
"Yasser M. Abbas, Director of the Center for Security Policy and National Security Studies at the Brookings Institution, said: ""What we've seen in Syria is that the extremists have been at war hard for some time, and a lot of people have seen some of their supporters launch assassinations and attacks. But I think that's not the case in Syria today.""

The United States has been consistently supportive of the Syrian rebels. But that support has been limited to the Syrian government's military.

The United Nations Security Council has said that the Syrian government's military can't be supported by the United States. But the United Nations"," -- President Obama, visiting CIA headquarters Monday, defended his decision to release Bush-era memos on interrogation tactics, saying the country will ultimately be stronger as a result.

President Obama met with CIA workers and Director Leon Panetta, left, in Virginia on Monday.

The president's remarks came in the wake of criticism from a former CIA chief and others that his decision compromised national security and encouraged terrorist groups such as al Qaeda.

Obama also met with CIA Director Leon Panetta, Deputy Director Stephen Kappes and other officials, and talked to employees about the importance of the agency's mission to national security.

","Release has been criticized as damaging to national security. ""We're on the better side of history,"" he tells CIA workers. CIA chief says it's possible to protect country, values at same time. Ex-CIA chief under Bush says Obama emboldening terrorist groups."
"""There is no doubt that for all the security issues this country faces, the very best way to deal with a terrorist attack is to attack with more force,"" he said.

""But, at the same time, we have to be prepared to deal with the threat posed by a terrorist attack that is greater than the amount of innocent lives lost.""

The prime minister said any peace process with the Palestinians was ""a matter for the United Nations Security Council"".

""There is no doubt that for all the security issues this country faces, the very best way to deal with a terrorist attack is to attack with more force,"""," -- What was meant to be a celebration marking the end of Ramadan turned into a melee at an amusement park on Tuesday when a group of Muslim women were told they weren't allowed on certain rides with their headscarves.

Rye Playland was full of visitors celebrating Eid al-Fitr when the festive mood turned angry. Westchester County Police said the women wearing the hijab, a traditional Muslim headscarf, became argumentative when park employees enforced the no-headgear policy and men sprang to their defense.

""(The rule) didn't get relayed to the people who attended, so some people got upset,"" said",Muslims were celebrating Eid al-Fitr; women were wearing the hijab. Rye Playland employees sought to enforce headgear ban on park rides. Westchester County Police responded; confrontation became violent. CAIR official says women felt they were being discriminated against.
"Hands on to the power is about to come to the role of a commander in the development of our allies in the region.

In an attempt to protect Syria from the worst of the threat posed by ISIS, the United States has agreed to a framework for the destruction of the Syrian government.

Under the terms of the agreement, the United States will provide the defense of the Syrian government, the United Nations and the International Organization for the Coordination of Humanitarian Affairs (OCHA), including the destruction of the military hardware of the Syrian government and the destruction of the military equipment of the Syrian regime.

The United States","When Typhoon Rammasun swept through the South China Sea in July, a tiny ship was trapped in its path. The deadly storm whipped up waves over 10 meters high and winds approaching 200 miles per hour. Any regular boat would have been smashed to pieces, but this craft just a few feet long sailed through without pausing in its work.

The Wave Glider is an ocean drone developed by Californian start-up Liquid Robotics. It had been collecting environmental information when the storm hit, and continued throughout the encounter to compile a unique dataset of the conditions created by Rammasun. The craft's instruments recorded the speed and movement of","Ocean drone survives typhoon and collects data from the center. Wave Glider also used in monitoring acidification, and mine sweeping. Development will include collaboration between drones above and below the water."
"
A man dressed in a tank top and shorts jumped out of a police cruiser last week, but police did not release the name of the man.

That's when two officers named Karl Friesen, 45, and Larry Vail, 33, approached the man dressed in a black tank top, shorts and a high-visored tank top.

When the officers approached, they charged the man in the other direction, according to the Police Department.

The officers fled the scene in a police cruiser before they were arrested, according to police.

The man was charged with two counts of assault with a weapon"," -- They are the faces of an entire community on the run.

Singled out, threatened, chased at gunpoint from their homes.

Pursued purely because they are members of an ethnic and religious minority.

Iraq's Yazidi Kurds are no strangers to persecution. Their faith teaches them that throughout history, they have been subjected to 72 genocides. Many world leaders fear they are on the brink of a 73rd massacre, this time at the hands of the Islamic State in Iraq and Syria, which calls itself the Islamic State.

Kurdish photographer Warzer Jaff spent a week documenting the",Kurdish photographer Warzer Jaff spends week documenting Yazidi Kurds. ISIS has hounded Yazidis from their ancient homeland in northern Iraq. Tens of thousands of families have sought shelter in Iraqi Kurdistan. Each refugee shares horrifying stories of abduction and murder.
"ers and a few other unannounced features in the upcoming beta.

The first of the two figures we came across was a clay version of the game, but the others were quite different.

The voice actors for the two figures are:

""Congratulations on your first time playing the game. You're really special, I can't wait for the next time.""

""I'm so happy to see you guys on the red team, I'm so happy to see you guys on the positive team, I think we can do this together again.""

""Haha, I'm so happy to see you guys","(Budget Travel) -- Smartphone air travel apps have been designed with all phases of your trip in mind.  From finding a flight to finding a good cup of coffee during your layover, Budget Travel has selected five top apps to help make the most of your time in the sky -- or on the ground.

See Budget Travel's Ultimate Guide to Travel Apps

FIND A FLIGHT  Kayak's website set the standard for streamlined searching, and its app delivers the same ease of use on the go. Simply enter your destination and travel dates, and the app spits back options sorted by price, time or","Smartphone air travel apps have been designed with all phases of your trip in mind. Kayak's app supplies travel options sorted by price, time or airline. GateGuru's app helps travelers on a layover find whatever they need in airport directories. FlightTrack Pro pulls vital info like gate changes and weather reports for 1,400 airlines."
"
Hi there,

I was the first to get in touch with a French-born American, who is one of the very first people to understand that I was in the International Convention on Human Rights in 1993. I wrote to him and told him about my experiences with the International Convention on Human Rights and what I had been told about the corrupt practices taken in the U.S. and other European countries.

And I told him that I had never been to Canada and had never heard of the International Convention on Human Rights.

He sent me a PDF of his book, a guide to the International Convention on Human Rights"," -- World No. 1 Rafael Nadal is looking forward to renewing his ""special"" tennis rivalry with Roger Federer in the semifinals of the Masters Series event in Miami on Friday.

The duo, who have won 110 ATP Tour titles between them, will meet on U.S. soil for the first time since 2005 -- which was also the last year they clashed at the last-four stage of a tournament, the French Open.

Nadal battled past Czech seventh seed Tomas Berdych in Thursday's second quarterfinal after No. 3 Federer received easy passage when Frenchman Gilles Simon retired with a neck injury while","Rafael Nadal reaches semifinals in Miami, beating 2010 runner-up Tomas Berdych. World No. 1 will face his old rival Roger Federer in last four for first time since 2005. Two-time Miami winner Federer has easy progress as Gilles Simon retires injured. Maria Sharapova will face 2009 champion Victoria Azarenka in women's final."
"Pockets (1)

0.1 g

3.3 oz

1.1 kg

Warranty

Included in the package

Product is in no way to be worn or implied in any way.

Product is for personal use only and not for use in any way by a person under the age of 21 years.

Product can be worn with or without a bra.

Product is not meant to be worn or implied in any way.

Product is not intended to be used in any manner that is not in compliance with the laws of the United Kingdom.","(Wired) -- It's fun to imagine what Michael Mapes' studio must look like: You would assume that the New York-based artist's workspace has to resemble the lab of a harebrained entomologist, with test tubes, specimen bags and pushpins strewn about.

In reality, of course, to create the startlingly elaborate sculptural portraits Mapes is known for, he has to be much more organized than that. ""It does take a fairly high degree of organization,"" assures me. ""But that's not the hardest part.""

Take a glance through Mapes' work, and","Michael Mapes reconstructed some of the most famous Dutch Masters' portraits from 17th century. The New York-based artist used test tubes, pushpins strewn, or locks of hair to create the highly elaborate sculptural portraits. Mapes countered the Dutch Masters' puritanical rigidity by including photographs of bare legs and bits of cleavage filling out skin tones."
"It's been a long time, but I finally have a good time with the new Galaxy S8.

The Galaxy S8 is the same phone as the previous generation, and it's sporting a glass back, glass back camera, and a 5.7-inch 1080p display.

The Galaxy S8 is still the same phone, but it's sporting a 5.3-inch 1080p display.

That's about 1.3 times the resolution of the Galaxy S8, and is mostly thanks to the backlight.

The back of the Galaxy S8 can be replaced with a glass-back"," -- As World Cup openers go, this was about as bad as it gets for Portugal.

Thumped 4-0 by Germany, one key defender sent off, another possibly out of the tournament with injury and its World Player of the Year looking decidedly unfit.

Real Madrid star Cristiano Ronaldo wasn't lacking in effort but was as powerless as those around him to prevent Portugal being steamrollered by Der Mannschaft in Salvador.

It started badly for Paulo Bento's men and got steadily worse as Germany maintained its record of scoring at least four goals in every opening World Cup match since 2002.
",Germany thump 10-man Portugal 4-0 in its opening match in World Cup Group G. A hat-trick from Thomas MÃ¼ller and another from Mats Hummels settle matters. Portugal and Real Madrid defender Pepe sent off after clash with Muller. Fabio Coentrao pulls up with an injury that could rule him out of tournament.
"TIMELINE

Sunday, December 5, 2013

TIMELINE:

Sunday, December 5, 2013

Monday, December 6, 2013

Sunday, December 6, 2013

Monday, December 7, 2013

Sunday, December 7, 2013

Sunday, December 7, 2013

Sunday, December 7, 2013

Sunday, December 7, 2013

Sunday, December 7, 2013

Sunday, December 7, 2013

Sunday, December 7, 2013

Sunday, December 7, 2013

Sunday, December 7, 2013

Sunday, December"," -- Here's a fact that may surprise people: Garbage collecting is one of the most dangerous jobs you can do.

A bulldozer shuffles more trash on to a heap on a landfill in Macedonia.

According to the U.S. Bureau of Labor Statistics, the people who collect our trash are carrying out ""high-hazard"" roles. And staggeringly, they are three times more likely to be killed at work than the police or fire services are, according to Toxicsaction.org.

Much of this could have to do with a fairly basic fact: the majority of our trash goes to land","China and U.S landfill more waste than any other countries. Landfills are the biggest emitters of the greenhouse gas, methane. Higher incidences of cancer, other diseases amongst people living near landfills. ""Tens of thousands of square kilometers"" of land could be contaminated."
"Sugar Co.

When can I get Sugar Co.

Sugar Co. is now committed to providing the highest quality, highest-quality, and most cost-effective sugar-free products available.

Sugar Co. is a nonprofit organization that has been working for over 30 years to educate and equip the public about the health benefits of sugar.

Sugar Co. is committed to providing the highest-quality, highest-quality, and most cost-effective sugar-free products available.

Sugar Co. is a nonprofit organization that has been working for over 30 years to educate and equip the public"," -- Britain's Prince William and his wife, Catherine, Duchess of Cambridge, arrived Thursday in Canada on their first official foreign trip since their wedding in April.

The royal couple landed aboard a Royal Canadian Air Force jet during the afternoon in Ottawa, the Canadian capital.

""Merci beaucoup,"" William told a throng of well-wishers. ""Catherine and I are so delighted to be here in Canada. Instilled in us by our parents and grandparents, we love this country. We have been looking forward to this moment for a very long time. And before we were married, we had a longing to","NEW: ""We have been looking forward to this moment for a very long time,"" Prince William says. Prince William and Catherine arrive in Ottawa, the first stop on their tour. The 9-day visit includes stops in Ontario, Quebec, the Northwest Territories, and Alberta. It is the couple's first official trip since their wedding in April."
"Her eyes go out in a flash of light. ""Come on, I'm going to tell you about the Prime Minister, he's a sociopath.""

I look down at her, and her eyes meet mine. ""You did.""

""I will tell you what about him, I know he'll be a bad man, but I can guarantee you I'll be there for the best part of a year to get you to stop talking.""

""Ok, that's a lot of history, let me sign off. Come on, I'm going to tell you this, right now, we'll go to the","U.N. experts got to inspect the site of a reported chemical attack on civilians near Syria's capital Monday as the United States accused the Syrian government of trying to cover up the attack.

The U.N. inspectors entered the town of Moadamiyet al-Sham and appeared to be examining the area accompanied by doctors, according to videos posted on social media by Syrian activists. The team had a ""very productive"" day and will continue its work Tuesday after examining its findings Monday evening, U.N. spokesman Farhan Haq said in New York.

Government and opposition forces have accused each other of unleashing","Strikes could be just one chapter in a long war, analyst says. U.N. inspectors visit scene of reported poison gas attack. Kerry's remarks indicate a strike is likely, expert says. A vehicle used by U.N. inspectors was shot at multiple times, U.N. says."
", grammatical rules, and grammatical grammatical constructions.

MEANERS: I used to call them what they were.

DAILY: What's the word?

MEANERS: The word.

DAILY: What kind of school is he?

MEANERS: The school.

DAILY: What's your age?

MEANERS: 28.

DAILY: No age?

MEANERS: 24.

DAILY: How old is he?

MEANERS: 14.

DAILY: How can you"," -- JetBlue is making the driver's fantasy of levitating above traffic a reality in Los Angeles this weekend.

Anticipating the city's impending ""Carmageddon,"" the airline known for its egalitarian seating plans, satellite TV and fancy potato chips offered $4 flights between Burbank and Long Beach.

The distance between the two airports is a little less than 40 miles and is the airline's shortest ever flight, JetBlue spokeswoman Allison Steinberg said.

For more than 48 hours this weekend, a 10-mile section of Interstate 405 (""The 405"" in local vernacular) will be closed for construction,","This weekend, a 10-mile section of Interstate 405 in California will be closed for construction. Anticipating ""Carmageddon,"" JetBlue sold flights between Long Beach and Burbank for $4. JetBlue announced that the flights were sold out three hours after initially tweeting the deal."
"
Tailed of the Skies:

""All of you, fellow traveler, and girl who fly the moon, let the heavens and the earth be safe. Let us keep the heavens as safe as we can, for there is no evil that will come to those who fly the moon. Earth is the plane of the universe, and the ""Star"" is the plane of the cosmos. You know, the star of the heavens is the Sun. A star is a star, and to fly on earth is to fly on the moon. And to fly on the moon is to fly on the stars.""

The Sun is the"," -- The throaty, thumping churn of the military helicopter convoy is a sound like no other.

It's a common sound in Washington, but less so in the skies over Chicago. Barack Obama doesn't get back to his old town much these days.

He did last week; he returned to Illinois for slightly more than 24 hours to celebrate his 49th birthday with some friends, to make a public appearance at an auto plant, to raise some money for upcoming campaigns. And as he arrived late on a wet and cloud-darkened afternoon, there was that baritone rumble of the line of helicopters, there were","Barack Obama was a state legislator whose advancement was blocked in Illinois. Bob Greene recalls Obama rejected idea of staying in place, sought national office. Even Obama's critics must be impressed by how he chose to aim high, Greene says. Greene: People can accomplish the ""impossible,"" but only if they try."
"The U.K. government is split over the future of the controversial UK law that allows Muslims to live freely in the United Kingdom.

An amendment to the U.K.'s civil aviation legislation would ban the 'exceptions' to the ban and give the government of the constituency a legal basis to challenge the decision.

The amendment is part of the government's warrantless community policing legislation, which was adopted in October after a Muslim woman who claimed to be a police officer requested the British government to ""prevent"" her from carrying out a 'jihad' against British citizens.

The amendment, introduced by the","A phenomenal thing has happened in Washington: Progressive advocates and conservative forces have united around legislative action supported by the strong majority of the American people.

Groups as disparate as the Center for American Progress and ACLU on the left and the Koch Brothers on the right; Republican Sen. Rand Paul and Democratic Sen. Cory Booker; and over two-thirds of the American people all support major overhauls to America's criminal justice system.  As do, presumably, the 2.2 million Americans ensnared in our nation's costly and counterproductive current prison system.  So what's stopping reform?  One man: Chuck Grassley.

",Left and right have united against harsh U.S. minimum sentences. Sally Kohn: Will Senate Judiciary Committee Chairman Chuck Grassley block reform?
"
4. I pray to God that my son,

I pray that my son,

I pray that my son,

I pray that my son

I pray that my son

I pray that my son

I pray that my son

I pray that my son

I pray that my son

I pray that my son

I pray that my son

I pray that my son

I pray that my son

I pray that my son

I pray that my son

I pray that my son

I pray that my son

I"," -- Maria Sharapova remains on track for a first French Open title after reaching the last 16 with a comprehensive win over Taiwanese qualifier Chan Yung-Jan on Saturday.

The former world No. 1, who has won the other three grand slam titles, is among the favorites following the earlier exits of top seeds Caroline Wozniacki and Kim Clijsters.

The Russian, seeded seventh, won 6-2 6-3 against her 129th-ranked opponent. She set up a fourth-round clash with Agnieszka Radwanska as she seeks her best showing at Roland Garros since",Former world No. 1 Maria Sharapova cruises into fourth round at Roland Garros. Russian seventh seed seeking to win the only grand slam yet to elude her. Fourth seed Victoria Azarenka also progresses into the last 16 in Paris. Belarusian joined by Chinese sixth seed Li Na and Czech No. 9 Petra Kvitova.
"
In a surprising decision, a U.S. appeals court struck down the Supreme Court's June 2013 ruling on same-sex marriage.

The case, Obergefell v. Hodges, involved a weeklong debate over whether a high school student was allowed to marry a man who was also their partner.

The case was known as Obergefell v. Hodges, and the U.S. Court of Appeals for the 4th Circuit said in a 2009 decision that the Supreme Court's decision in Obergefell could be appealed to the U.S. Supreme Court.

The Obergefell decision came"," -- Josep Guardiola hailed Bayern Munich's best Bundesliga performance this season after his side crushed Schalke 4-0 on Saturday to stay second in the league.

Bayern joined Borussia Dortmund on 16 points, as the leading side could only draw 1-1 away to another Bavarian side, Nuremberg, and lose its 100% record.

""That was our best Bundesliga performance of the season so far. We totally dominated one of the strongest teams in Germany,"" said coach Guardiola.

""We did very well. I'm satisfied and proud of this performance and my players.""

Schalke,",Bayern Munich joins Borussia Dortmund at the top of the Bundesliga table. German and European champion Bayern wins 4-0 away to Schalke. Dortmund drops first points of season in 1-1 draw at Nuremberg. Third-placed Bayer Leverkusen also has five wins from six games.
"
The path to success in the world's fastest growing financial services industry has been a very difficult one.

The Forbes 500 is one of the fastest growing financial services industry in the world.

But a global financial expert has claimed that the UK and the US have the world's largest waiting list for financial services.

In a recent survey of 7,000 UK-based financial buyers, an estimated 10pc of buyers will wait to get their money sooner than planned.

Is pressure on the UK to do more?

It's the second fastest growing industry in the world after the US, and the second fastest"," -- Roberto Soldado scored his first hat-trick for Tottenham Hotspur as the English Premier League side routed Russia's Anzhi Makhachkala 4-1 in the Europa League Group K match at White Hart Lane on Thursday.

The Spanish striker scored two quick-fire goals in the opening quarter-of-an-hour. A glancing header from Gylfi Sigurdsson's curling free kick put Spurs in front after seven minutes with a second coming nine minutes later as Soldado met Eric Lamela's perfectly timed through ball to fire home from six yards.

Ewerton Jose Alme",Spurs and Salzburg finish with 100% records as Europa League group matches conclude. Dutch side PSV miss out on last 32 after 1-0 loss to Ukraine's Chornomorets Odesa. Dynamo Kiev seal second spot in Group G with 3-1 against Rapid Vienna. Draw for knockout stages takes place on Monday December 16.
"] [F4M] [Screenshots]

Original Attack: No

Genre: Action, Romance

Style: Casual, Casual, Casual

Style: Casual, Casual

Style: Casual, Casual

Style: Casual, Casual

Style: Casual, Casual

Style: Casual, Casual

Style: Casual, Casual

Style: Casual, Casual

Style: Casual, Casual

Style: Casual, Casual

Style: Casual, Casual

Style: Casual, Casual

Style: Casual, Casual

Style: Casual, Casual

Style:"," -- You may remember the episode of ""Seinfeld"" in which George Costanza struggles to find a way to break up with the woman he's dating without hurting her feelings. ""It's not you,"" he tells her. ""It's me.""

After decades of saying gay people were depraved and deviant, a bunch of dangerous predators out to recruit children and destroy families, in the last few years those opposed to equal rights for gay people have retreated to a very different message. It's not you, they tell gay Americans. It's us.

It's true that you can still find some people on the fringe","Paul Waldman: Opponents of marriage equality say they aren't motivated by bigotry. Waldman: They argue that gay marriage may adversely affect straight marriage. He says in the military, for example, the end of ""Don't Ask Don't Tell"" didn't cause problems. Waldman: The ""It's not you, it's me"" argument is ridiculous and all opponents have left."
"
The Atlanta Falcons face the Tennessee Titans on Sunday. The game is one of the leading contenders for the division title.

NFL Media's Chris Mortensen reports, ""The Tennessee Titans could be the favorites to take home the championship, trailing the Carolina Panthers by a convincing two-point lead.

""They're a very, very tough team to beat, and it's a battle. I've never been a fan of the Falcons, but if they lose, I'll see how it goes.

""They've got the best defense in the country, and they've got a great running game, so it has to","A new bill would make it harder for Mexican drug cartels to get their hands on guns sold in the United States and would punish those buying firearms or ammunition for criminals, according to senators from both parties, who proposed the legislation.

It would also stem the flow of guns purchased legally in one state from getting into the hands of people in other states where they are not legally allowed to own them, according to a statement issued Monday by Senator Patrick Leahy,  a Democrat from Vermont who is one of the bill's authors.

If voted into law, the Stop Illegal Trafficking in Firearms Act of 2013, would slap anyone caught","The law should stop Mexican drug cartels from easily obtaining U.S. firearms. New law will punish those who buy guns and ammo for others. It stiffens penalties for gun smuggling. If caught, violators could face 10 years in jail and a $250,000 fine."
